"time","altitude","latitude","longitude","chlorophyll","date"
"2024-01-01T00:00:00Z",0,36.375,-121.6875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.375,-121.675,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.375,-121.6625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.375,-121.65,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.375,-121.6375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.375,-121.625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.375,0.91136247,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.3625,0.86087924,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.35,0.8555892,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.3375,0.8095749,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.325,0.90817803,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.3125,0.7422468,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.3,0.73836964,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.2875,0.7269065,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.275,0.7529129,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.2625,0.7560237,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.25,0.7839358,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.2375,0.89132565,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.225,1.013848,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.2125,1.0377032,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.2,0.8762844,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.1875,0.85539216,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.175,0.9795957,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.1625,1.0021628,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.15,1.0382811,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.1375,1.1315627,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.125,1.2819637,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.1125,0.9571549,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.1,0.96571976,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.0875,0.82752746,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.075,0.95349514,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.0625,0.990625,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.05,0.9108509,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.0375,1.0268066,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.025,1.1391083,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122.0125,1.0760723,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-122,1.2280486,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.9875,1.0070392,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.975,1.0259271,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.9625,0.94797164,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.95,0.95215887,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.9375,1.1046685,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.925,1.439172,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.9125,1.9353542,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.9,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.8875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.8625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.85,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.8375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.825,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.8125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.8,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.7875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.775,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.7625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.75,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.7375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.725,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.7125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.7,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.6875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.675,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.6625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.65,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.6375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.3875,-121.625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.375,0.8325167,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.3625,0.78956133,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.35,0.8292194,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.3375,0.82906437,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.325,0.84165615,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.3125,0.7463124,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.3,0.7622218,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.2875,0.7601829,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.275,0.76899964,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.2625,0.8023031,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.25,0.9308446,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.2375,0.78954345,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.225,0.87602544,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.2125,0.97018677,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.2,0.9892452,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.1875,0.9855716,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.175,1.1248573,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.1625,5.678854,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.15,1.019782,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.1375,0.91714317,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.125,0.9171826,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.1125,0.96625674,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.1,1.032156,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.0875,1.0801675,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.075,0.92061317,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.0625,0.94248986,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.05,0.89373136,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.0375,1.0187142,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.025,1.488483,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122.0125,1.4236029,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-122,0.96084505,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.9875,0.92586875,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.975,1.0441757,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.9625,1.0117024,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.95,1.0764842,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.9375,1.2663772,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.925,1.3512454,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.9125,1.9353542,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.9,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.8875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.8625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.85,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.8375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.825,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.8125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.8,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.7875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.775,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.7625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.75,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.7375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.725,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.7125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.7,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.6875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.675,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.6625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.65,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.6375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4,-121.625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.375,0.8540043,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.3625,0.7664719,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.35,0.86306065,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.3375,0.9364502,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.325,0.72498846,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.3125,0.7316879,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.3,0.82563555,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.2875,0.85950106,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.275,0.8144589,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.2625,0.8256131,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.25,0.93219405,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.2375,1.181658,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.225,0.9796717,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.2125,1.0747234,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.2,0.96765244,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.1875,1.1024417,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.175,0.998555,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.1625,0.86764246,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.15,0.9262329,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.1375,0.9505784,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.125,1.2634025,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.1125,1.0341686,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.1,1.0024822,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.0875,1.0840644,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.075,1.1595408,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.0625,1.1661628,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.05,1.1920196,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.0375,1.27123,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.025,1.5325167,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122.0125,1.9260052,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-122,1.9277731,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.9875,1.0592151,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.975,1.2026484,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.9625,1.1980346,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.95,1.1781204,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.9375,1.6967317,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.925,1.6967317,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.9125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.9,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.8875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.8625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.85,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.8375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.825,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.8125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.8,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.7875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.775,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.7625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.75,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.7375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.725,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.7125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.7,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.6875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.675,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.6625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.65,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.6375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4125,-121.625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.375,0.78476304,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.3625,0.7814639,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.35,0.86060035,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.3375,0.76879364,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.325,0.7990014,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.3125,1.0301138,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.3,0.76395696,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.2875,0.74289155,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.275,0.7846414,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.2625,0.8378546,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.25,0.881529,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.2375,1.4052253,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.225,0.9563378,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.2125,0.9199108,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.2,0.9344095,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.1875,0.9759533,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.175,1.0647748,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.1625,0.88307863,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.15,0.94961125,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.1375,0.9562247,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.125,1.2511214,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.1125,1.1328036,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.1,0.9746925,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.0875,1.0299524,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.075,1.1712232,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.0625,1.1829464,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.05,1.2581,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.0375,1.4778876,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.025,1.2558541,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122.0125,2.003314,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-122,1.8181443,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.9875,1.0112951,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.975,1.1552997,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.9625,1.1232167,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.95,1.1732396,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.9375,1.686134,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.925,2.2062542,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.9125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.9,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.8875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.8625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.85,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.8375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.825,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.8125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.8,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.7875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.775,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.7625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.75,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.7375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.725,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.7125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.7,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.6875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.675,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.6625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.65,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.6375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.425,-121.625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.375,0.79067904,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.3625,0.7235581,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.35,0.8456069,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.3375,0.7643822,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.325,0.96155524,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.3125,0.76663446,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.3,0.7961715,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.2875,0.872357,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.275,0.91240454,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.2625,0.89443725,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.25,0.9607606,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.2375,0.88475484,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.225,0.91782445,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.2125,0.93137836,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.2,0.91841596,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.1875,0.95553815,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.175,0.99293554,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.1625,0.9557049,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.15,0.8833876,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.1375,0.961099,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.125,1.0701628,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.1125,1.1095313,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.1,1.0446069,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.0875,1.1136591,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.075,1.1260996,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.0625,1.1170908,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.05,1.2129906,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.0375,1.4294846,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.025,1.1947511,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122.0125,1.4064492,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-122,1.575535,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.9875,1.0527858,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.975,1.0719332,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.9625,1.0124044,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.95,1.1376243,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.9375,2.0534666,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.925,2.3414502,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.9125,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.9,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.8875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.875,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.8625,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.85,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.8375,NA,2024-01-01
"2024-01-01T00:00:00Z",0,36.4375,-121.825,NA,2024-01-01
